,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
508,Kenya Handege,Greater Goods Coffee Roasters,Medium,United States,Thika Growing Region,Central Kenya,5.58,94,2019-08-01,"Very sweet, tart, musky and rich. Sugarcane, orange zest, ripe peach, gardenia, myrhh in aroma, with elegant tobacco and cocoa also emerging in the cup. Structure is deeply sweet-savory, with juicy acidity; gently drying, syrupy mouthfeel. The resonant finish is crisp and rich: cocoa, tobacco, florals and citrus zest carry into the long.","Produced by smallholding members of the Ritho Cooperative. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Founded in 2015, the Greater Goods mission is to enrich the lives of coffee-drinkers through passion, creativity, innovation and commitment to the consistency of the specialty coffee the company roasts, and through the local causes supported with its proceeds. Visit greatergoodsroasting.com or call 512-858-2680 for more information.","Rather than the typical Kenya black currant and cocoa profile, this equally remarkable Kenya is driven by the intensity of the musky/rich elements and the juicy stone fruit and citrus."
509,Kauai Estate Reserve Sun-Dried Typica,Kauai Coffee Company,Medium-Light,Hawai'i,Kalaheo,Kauai,21.16,90,2019-08-01,"Balanced, crisply sweet. Cocoa, peach, oak, almond, grapefruit zest in aroma and cup. Sweet-toned, brisk structure with a savory edge; soft, plush mouthfeel. Peach, nut and oak carry into a sweet-toned though roundly drying finish. ","Kauai Coffee, Hawaii’s largest coffee producer, operates a popular visitor center and tasting room on its farm on the south coast of the Hawaiian island of Kauai.  This coffee is a special, small-lot offering consisting entirely of the classic Hawaiian Typica variety, which is hand-picked, processed by the traditional ferment-and-wash method, and sun-dried. Visit www.kauaicoffee.com for more information.","Quiet, round, crisply balanced, with sweet stone fruit and cocoa supported by savory-leaning nut and oak."
510,Ecuador Loja Clara Sidra Natural Taza Dorada #2,94 Fresh Coffee,Medium-Light,Taiwan,Loja Province,Southern Ecuador,9.87,93,2019-08-01,"Sweet, crisp, meadowy, fresh. Honeydew melon, fresh-cut fir, orange zest, clover blossom in aroma and cup. Crisp, balanced structure; satiny mouthfeel. The finish is citrusy, savory-sweet, resonant. ","Ecuador hosts the Taza Dorada (“Golden Cup”) green coffee competition annually. This is the second-place winner of the 2018 competition. Produced entirely from trees of the Sidra variety of Arabica, a hybrid of the old and respected varieties Red Bourbon and Typica. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. 94 Fresh Coffee is a specialty coffee roaster based in Kaohsiung City that specializes in espresso, including training and machine sales. Visit https://www.facebook.com/94freshcoffee/ for more information.",A sweetly bright yet roundly savory rendition of the rare Sidra varietal.
511,The Natural,Barrington Coffee Roasting,Medium-Light,United States,Africa,Asia,4.69,92,2019-08-01,"Very sweet, chocolaty and spicy. Ripe banana, moist pipe tobacco, tangerine zest, lilac, bakers chocolate in aroma and small cup. Light, silky mouthfeel. Tightens and turns rather dry in the finish, especially in the long. The coffee’s complex aromatics and deep sweetness carry seductively into three parts milk.","A blend of dried-in-the-fruit, natural-processed coffees from Africa and Asia. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","A compelling natural espresso — fully loaded with chocolaty, fruit-forward adventure."
512,Ethiopia Sidamo G4 Natural Espresso,Small Eyes Cafe,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,2.56,93,2019-08-01,"Deeply rich, sweet, complex. Cocoa nib, ripe persimmon, tangerine zest, gardenia and myrrh in aroma and small cup. Rich, lightly velvety mouthfeel; crisp, cocoa-toned finish. In three parts milk, aromatics carry through distinctly with balanced pungency and sweetness.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.","A thoroughly enjoyable fruit-forward espresso with considerable complexity, expressed by the roaster through the romantic notion written on the retail bag, “The road to love is very happy, Blowing the horn at 3pm.”"
513,Green-Tip Geisha,Finca Las Nieves,Medium-Light,Mexico,Oaxaca State,Mexico,15.43,94,2019-07-01,"High-toned, delicate, complex. Apricot, narcissus, maple syrup, sandalwood, tangerine zest in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Rich, resonant finish that consolidates to notes of apricot and sandalwood.","This coffee was both grown and roasted in Mexico. Produced entirely of the Geisha variety of Arabica. Processed in the whole fruit and fermented in a cold anaerobic environment. Certified by the Smithsonian Institution as “Bird Friendly,” meaning it is grown inside a forest-like canopy of multi-species trees. Located at an elevation of 4,000 feet, Finca Las Nieves is a 1,000-acre coffee farm located in Oaxaca State, Mexico that is completely off the grid — both solar- and hydro-powered. In addition to growing, harvesting, processing and roasting coffee, the farm also offers vacation bungalows for rent on the property. Visit www.fincalasnieves.com.mx or call +52-954-582-0170 for more information.","An impressive example of Mexico-grown Geisha: elegant, delicate, nuanced, and deeply engaging."
514,Saint Helena Island Peaberry,Paradise Roasters,Medium-Light,United States,Sandy Bay Valley,Saint Helena Island,44.05,93,2019-07-01,"Delicate, richly sweet-tart. Almond nougat, lemon zest, tea rose, dried cherry, clove in aroma and cup. Sweetly tart in structure with crisp, wine-like acidity; satiny-smooth mouthfeel. The long finish centers around notes of dried cherry and clove.","Produced at Bamboo Estate entirely from trees of the Bourbon variety of Arabica and processed by the washed method. Saint Helena is a remote island between Brazil and Africa with a long tradition of coffee-growing, though current production is fewer than two metric tons per year. Paradise Roasters specializes in microlot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","An extremely rare, limited-production coffee procured by Miguel Meza of Paradise Roasters, well worth sampling for its balanced, pleasingly complex cup profile."
515,Philippines Sitio Naguey Natural,Paradise Roasters,Medium-Light,United States,Belis,Atok,8.36,90,2019-07-01,"Delicately fruit-toned, crisply sweet. Dried strawberry, baker’s chocolate, hazelnut, freesia-like flowers, cedar in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. The gentle finish leads with notes of dried strawberry and flowers supported by baker’s chocolate throughout.","Produced by Kalsada Coffee from trees of the Bourbon and Typica varieties of Arabica and processed by the natural, or dried-in-the-fruit method. Paradise Roasters specializes in microlot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ",A rare opportunity to sample a fine specialty coffee emerging valiantly from a neglected coffee-growing region where 90 percent of coffee grown is of the Robusta species and almost all is consumed locally.
516,Ethiopia Guji Queen Honey,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,13.23,93,2019-07-01,"Richly sweet, fruit-forward. Dried peach, baker’s chocolate, jasmine, cedar, molasses in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp, satiny mouthfeel. Long, lingering finish that centers around dried peach and chocolate notes, supported by cedar-like wood.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the honey method, which means that the outer skin is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Pro Aroma Enterprise Coffee Co., Ltd. is a Taiwan-based specialty coffee company. For more information, visit proaroma.weebly.com or email [email protected]","Deep, floral and cleanly fruit-toned, with prominent notes of dried stone fruit, spicy florals, and rich aromatic wood."
517,Ethiopia Civet Sidama Papilio Natural,Good Chance Biotechnology,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,90.83,93,2019-07-01,"Richly sweet, fruit- and floral-toned. Blueberry, narcissus, agave syrup, sandalwood, dark chocolate in aroma and cup. Sweet in structure with gentle, round acidity; plushly syrupy mouthfeel. The resonant finish leads with notes of blueberry and narcissus in the short, rounding to aromatic wood-framed chocolate in the long.","The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from distinctive-tasting indigenous varieties grown only in southern Ethiopia. Second, processing method: It is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is often sweeter and deeper-toned than profiles associated with the more typical wet or “washed” process in which the soft fruit residue is removed before drying. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email [email protected]",A sweet-toned natural Ethiopia cup that supplements ripe berry notes and dark chocolate with inviting hints of rich sandalwood.
